lga,elevation_above_sea_level,Australian_Statistical_Geography_2016_ID,lgaLabel
http://www.wikidata.org/entity/Q7859203,17,SSC51461,Two Rocks
http://www.wikidata.org/entity/Q8032090,17,SSC51617,Wonnerup
http://www.wikidata.org/entity/Q11079799,17,LGA16260,City of Parramatta Council
http://www.wikidata.org/entity/Q12736889,17,SSC12988,North Curl Curl
http://www.wikidata.org/entity/Q14935085,17,SSC20704,Dandenong South
http://www.wikidata.org/entity/Q14935251,17,SSC21922,Newport
http://www.wikidata.org/entity/Q16891166,17,SSC11460,Eungella
http://www.wikidata.org/entity/Q14935561,18,SSC32617,South Johnstone
http://www.wikidata.org/entity/Q21882952,18,SSC41160,Point Sturt
http://www.wikidata.org/entity/Q21902709,18,SSC32586,Silkwood
http://www.wikidata.org/entity/Q21906470,18,SSC40953,Mount Schank
http://www.wikidata.org/entity/Q21907312,18,SSC60326,Leith
http://www.wikidata.org/entity/Q21913228,18,SSC60135,Cranbrook
http://www.wikidata.org/entity/Q21916590,18,SSC11032,Coolongolook
http://www.wikidata.org/entity/Q21962607,18,SSC51103,Nickol
http://www.wikidata.org/entity/Q443965,18,SSC20036,Altona North
http://www.wikidata.org/entity/Q948147,18,LGA33800,Shire of Hinchinbrook
http://www.wikidata.org/entity/Q993309,18,SSC60317,Latrobe
http://www.wikidata.org/entity/Q2169513,18,SSC60695,Ulverstone
http://www.wikidata.org/entity/Q2177203,18,SSC40041,Arno Bay
http://www.wikidata.org/entity/Q2249475,18,SSC13918,Toronto
http://www.wikidata.org/entity/Q2877892,18,SSC30111,Babinda
http://www.wikidata.org/entity/Q2915712,18,SSC11015,Coogee
http://www.wikidata.org/entity/Q2975785,18,SSC11222,Dawes Point
http://www.wikidata.org/entity/Q3043002,18,SSC12316,Lidcombe
http://www.wikidata.org/entity/Q3141522,18,SSC31379,Howard
http://www.wikidata.org/entity/Q3359425,18,SSC22123,Queenscliff
http://www.wikidata.org/entity/Q3879191,18,SSC60462,Nubeena
http://www.wikidata.org/entity/Q4382582,18,SSC12504,Marrickville
http://www.wikidata.org/entity/Q4731978,18,SSC40012,Allenby Gardens
http://www.wikidata.org/entity/Q4850319,18,SSC30123,Bald Hills
http://www.wikidata.org/entity/Q4882726,18,SSC50103,Belhus
http://www.wikidata.org/entity/Q4940214,18,SSC10449,Bolton Point
http://www.wikidata.org/entity/Q4959693,18,SSC20324,Breakwater
http://www.wikidata.org/entity/Q5000285,18,SSC30454,Burpengary
http://www.wikidata.org/entity/Q5116664,18,SSC10915,Church Point
http://www.wikidata.org/entity/Q5161742,18,SSC11013,Connells Point
http://www.wikidata.org/entity/Q5267752,18,SSC40361,Devon Park
http://www.wikidata.org/entity/Q5436850,18,SSC11495,Fassifern
http://www.wikidata.org/entity/Q5443525,18,SSC11500,Fennell Bay
http://www.wikidata.org/entity/Q5462249,18,SSC60203,Flowerdale
http://www.wikidata.org/entity/Q5491176,18,SSC60214,Franklin
http://www.wikidata.org/entity/Q5694243,18,SSC21154,Heatherton
http://www.wikidata.org/entity/Q6272472,18,SSC12182,Kogarah Bay
http://www.wikidata.org/entity/Q6413464,18,SSC60305,Kingston Beach
http://www.wikidata.org/entity/Q6922865,18,SSC51020,Mount Pleasant
http://www.wikidata.org/entity/Q6990222,18,SSC32134,Nelly Bay
http://www.wikidata.org/entity/Q7083431,18,SSC13073,Old Bar
http://www.wikidata.org/entity/Q7488345,18,SSC13524,Shanes Park
http://www.wikidata.org/entity/Q7967828,18,SSC41514,Wangary
http://www.wikidata.org/entity/Q7974059,18,SSC33036,Waterford West
http://www.wikidata.org/entity/Q8048329,18,SSC33231,Yandina
http://www.wikidata.org/entity/Q4794512,19,SSC10086,Arncliffe
http://www.wikidata.org/entity/Q5568504,19,SSC11664,Glenfield
http://www.wikidata.org/entity/Q6098125,19,SSC21238,Ivanhoe East
http://www.wikidata.org/entity/Q6271208,19,SSC12729,Mortlake
http://www.wikidata.org/entity/Q6503751,19,SSC12288,Lawrence
http://www.wikidata.org/entity/Q6509883,19,SSC70161,Leanyer
http://www.wikidata.org/entity/Q6786238,19,SSC12520,Matcham
http://www.wikidata.org/entity/Q6966236,19,SSC21881,Narre Warren
http://www.wikidata.org/entity/Q7098433,19,SSC60473,Opossum Bay
http://www.wikidata.org/entity/Q7205895,19,SSC41154,Plympton Park
http://www.wikidata.org/entity/Q7231007,19,SSC41199,Port Victoria
http://www.wikidata.org/entity/Q7335744,19,SSC22167,Ripponlea
http://www.wikidata.org/entity/Q7653693,19,SSC13712,Swansea Heads
http://www.wikidata.org/entity/Q7796466,19,SSC51437,Thornlie
http://www.wikidata.org/entity/Q8021059,19,SSC22777,Williams Landing
http://www.wikidata.org/entity/Q16898420,19,SSC13202,Piggabeen
http://www.wikidata.org/entity/Q21902574,19,SSC32571,Sharon
http://www.wikidata.org/entity/Q543331,19,LGA51750,Town of Claremont
http://www.wikidata.org/entity/Q585317,19,SSC51303,Rottnest Island
http://www.wikidata.org/entity/Q606294,19,SSC50190,Broome
http://www.wikidata.org/entity/Q673418,19,SSC10465,Bondi Beach
http://www.wikidata.org/entity/Q676334,19,LGA32250,Shire of Carpentaria
http://www.wikidata.org/entity/Q1276697,19,LGA36950,Shire of Torres
http://www.wikidata.org/entity/Q1343166,19,SSC32117,Nambour
http://www.wikidata.org/entity/Q1441026,19,SSC50250,Capel
http://www.wikidata.org/entity/Q1740762,19,107031138,Kiama
http://www.wikidata.org/entity/Q1740762,19,SSC12116,Kiama
http://www.wikidata.org/entity/Q1796979,19,SSC22308,Spotswood
http://www.wikidata.org/entity/Q1840051,19,LGA74560,Wagait Shire
http://www.wikidata.org/entity/Q1855330,19,LGA57080,City of Perth
http://www.wikidata.org/entity/Q1907843,19,SSC60597,Sisters Beach
http://www.wikidata.org/entity/Q2446800,19,SSC41486,Venus Bay
http://www.wikidata.org/entity/Q2887395,19,SSC50078,Bassendean
http://www.wikidata.org/entity/Q2900790,19,SSC12984,North Bondi
http://www.wikidata.org/entity/Q3829397,19,SSC50831,Leederville
http://www.wikidata.org/entity/Q3899395,19,SSC51213,Peppermint Grove
http://www.wikidata.org/entity/Q3965581,19,SSC51370,South Perth
http://www.wikidata.org/entity/Q21883609,20,SSC51456,Trigg
http://www.wikidata.org/entity/Q21885550,20,SSC41327,Sherlock
http://www.wikidata.org/entity/Q21922217,20,SSC12791,Mount Saint Thomas
http://www.wikidata.org/entity/Q21924249,20,SSC50662,Iluka
http://www.wikidata.org/entity/Q21973116,20,SSC70067,Cox Peninsula
http://www.wikidata.org/entity/Q606236,20,LGA57910,City of Stirling
http://www.wikidata.org/entity/Q646195,20,LGA26810,Shire of Wellington
http://www.wikidata.org/entity/Q706029,20,4008,Whyalla
http://www.wikidata.org/entity/Q726992,20,SSC22538,Torquay
http://www.wikidata.org/entity/Q778562,20,LGA36070,Aboriginal Shire of Pormpuraaw
http://www.wikidata.org/entity/Q880513,20,SSC20250,Black Rock
http://www.wikidata.org/entity/Q1012076,20,SSC22158,Richmond
http://www.wikidata.org/entity/Q1064985,20,LGA35010,Moreton Bay Region
http://www.wikidata.org/entity/Q1427991,20,SSC20923,Flemington
http://www.wikidata.org/entity/Q1445247,20,LGA41960,District Council of Franklin Harbour
http://www.wikidata.org/entity/Q1538349,20,LGA43360,Kingston District Council
http://www.wikidata.org/entity/Q1544419,20,LGA22670,City of Greater Dandenong
http://www.wikidata.org/entity/Q1671784,20,LGA57840,City of South Perth
http://www.wikidata.org/entity/Q2777749,20,SSC13687,Summer Hill
http://www.wikidata.org/entity/Q2937257,20,SSC20473,Cape Woolamai
http://www.wikidata.org/entity/Q3679103,20,SSC50295,Claremont
http://www.wikidata.org/entity/Q4890456,20,SSC50111,Bentley
http://www.wikidata.org/entity/Q4891291,20,SSC10301,Beresfield
http://www.wikidata.org/entity/Q4899803,20,SSC10335,Bexley North
http://www.wikidata.org/entity/Q5158754,20,SSC10999,Concord
http://www.wikidata.org/entity/Q5166822,20,SSC30675,Coochiemudlo Island
http://www.wikidata.org/entity/Q5170549,20,SSC11073,Corindi Beach
http://www.wikidata.org/entity/Q5192874,20,SSC40330,Culburra
http://www.wikidata.org/entity/Q5329604,20,SSC50467,East Victoria Park
http://www.wikidata.org/entity/Q5604545,20,SSC31254,Greenslopes
http://www.wikidata.org/entity/Q5766124,20,SSC40591,Hindmarsh
http://www.wikidata.org/entity/Q5945689,20,SSC11961,Huntleys Point
http://www.wikidata.org/entity/Q6189587,20,SSC12024,Jewells
http://www.wikidata.org/entity/Q6397943,20,SSC50750,Kewdale
http://www.wikidata.org/entity/Q6430672,20,SSC12187,Koonawarra
http://www.wikidata.org/entity/Q7295660,20,SSC13319,Rathmines
http://www.wikidata.org/entity/Q7567755,20,SSC51366,South Lake
http://www.wikidata.org/entity/Q7568240,20,SSC41343,South Plympton
http://www.wikidata.org/entity/Q7934083,20,SSC41491,Virginia
http://www.wikidata.org/entity/Q7982172,20,SSC51548,Wembley
http://www.wikidata.org/entity/Q8272809,20,SSC12325,Lilyfield
http://www.wikidata.org/entity/Q14935729,20,SSC40633,Jervois
http://www.wikidata.org/entity/Q1147690,21,SSC60142,Cygnet
http://www.wikidata.org/entity/Q1538602,21,LGA53780,City of Gosnells
http://www.wikidata.org/entity/Q1544757,21,SSC50584,Greenough
http://www.wikidata.org/entity/Q1857834,21,LGA57980,City of Subiaco
http://www.wikidata.org/entity/Q2916395,21,SSC10907,Chippendale
http://www.wikidata.org/entity/Q3390482,21,SSC51296,Roelands
http://www.wikidata.org/entity/Q3407391,21,SSC60546,Richmond
http://www.wikidata.org/entity/Q3635148,21,SSC11860,Harris Park
http://www.wikidata.org/entity/Q4849747,21,SSC20104,Balaclava
http://www.wikidata.org/entity/Q4857954,21,SSC10188,Bar Point
http://www.wikidata.org/entity/Q4863159,21,SSC10207,Barrack Heights
http://www.wikidata.org/entity/Q4867494,21,SSC30183,Basin Pocket
http://www.wikidata.org/entity/Q4883897,21,SSC50104,Bellevue
http://www.wikidata.org/entity/Q4996904,21,SSC10662,Bulli
http://www.wikidata.org/entity/Q5038359,21,SSC10809,Cardiff
http://www.wikidata.org/entity/Q5084211,21,SSC10885,Charlestown
http://www.wikidata.org/entity/Q5144643,21,SSC60121,Coles Bay
http://www.wikidata.org/entity/Q5167545,21,SSC50329,Coolup
http://www.wikidata.org/entity/Q5309142,21,SSC20790,Drumcondra
http://www.wikidata.org/entity/Q5688094,21,SSC50618,Hazelmere
http://www.wikidata.org/entity/Q6127792,21,SSC11998,Jamberoo
http://www.wikidata.org/entity/Q6372995,21,SSC50725,Karnup
http://www.wikidata.org/entity/Q6388877,21,SSC12096,Kendall
http://www.wikidata.org/entity/Q7033778,21,SSC70210,Nightcliff
http://www.wikidata.org/entity/Q7054226,21,SSC32187,North Booval
http://www.wikidata.org/entity/Q7128027,21,SSC32277,Palm Cove
http://www.wikidata.org/entity/Q7305554,21,SSC51276,Redcliffe
http://www.wikidata.org/entity/Q7548845,21,SSC60601,Snug
http://www.wikidata.org/entity/Q7593906,21,SSC22333,St Kilda East
http://www.wikidata.org/entity/Q7675966,21,SSC32743,Taigum
http://www.wikidata.org/entity/Q7974343,21,SSC51530,Watermans Bay
http://www.wikidata.org/entity/Q7981173,21,SSC51542,Wellard
http://www.wikidata.org/entity/Q12066202,21,SSC41184,Port Hughes
http://www.wikidata.org/entity/Q14320095,21,LGA33830,Aboriginal Shire of Hope Vale
http://www.wikidata.org/entity/Q14935584,21,SSC32899,Trebonne
http://www.wikidata.org/entity/Q604283,21,SSC10959,Coffs Harbour
http://www.wikidata.org/entity/Q604332,21,LGA50350,Town of Bassendean
http://www.wikidata.org/entity/Q606246,21,LGA50490,City of Belmont
http://www.wikidata.org/entity/Q606770,21,SSC10453,Bomaderry
http://www.wikidata.org/entity/Q705699,21,UCL312001,Gladstone
http://www.wikidata.org/entity/Q913820,21,SSC30474,Caboolture
http://www.wikidata.org/entity/Q21905662,21,SSC13041,Numulgi
http://www.wikidata.org/entity/Q21916721,21,SSC11076,Corndale
http://www.wikidata.org/entity/Q21924253,21,SSC11358,East Lismore
http://www.wikidata.org/entity/Q21973339,21,SSC10889,Charmhaven
http://www.wikidata.org/entity/Q21891035,22,SSC70226,Pirlangimpi
http://www.wikidata.org/entity/Q21893901,22,SSC40083,Beaufort
http://www.wikidata.org/entity/Q264350,22,SSC13358,Rhodes
http://www.wikidata.org/entity/Q378216,22,SSC10253,Bega
http://www.wikidata.org/entity/Q947334,22,LGA47140,Salisbury
http://www.wikidata.org/entity/Q988010,22,SSC41402,Tailem Bend
http://www.wikidata.org/entity/Q1002461,22,SSC21574,Mallacoota
http://www.wikidata.org/entity/Q1531147,22,SSC60233,Glenorchy
http://www.wikidata.org/entity/Q1589649,22,SSC32883,Toowong
http://www.wikidata.org/entity/Q1988656,22,SSC14061,Urunga
http://www.wikidata.org/entity/Q2083195,22,SSC40870,Millicent
http://www.wikidata.org/entity/Q2416373,22,SSC41429,Thebarton
http://www.wikidata.org/entity/Q3005483,22,SSC11134,Croydon
http://www.wikidata.org/entity/Q4011294,22,SSC51476,Victoria Park
http://www.wikidata.org/entity/Q4903519,22,SSC50117,Bibra Lake
http://www.wikidata.org/entity/Q5167664,22,SSC40302,Coonalpyn
http://www.wikidata.org/entity/Q5168046,22,SSC30707,Cooroibah
http://www.wikidata.org/entity/Q5329137,22,SSC50463,East Perth
http://www.wikidata.org/entity/Q6858749,22,SSC50943,Millendon
http://www.wikidata.org/entity/Q6908322,22,SSC31923,Moores Pocket
http://www.wikidata.org/entity/Q6912968,22,SSC31940,Morningside
http://www.wikidata.org/entity/Q7018651,22,SSC60447,Newnham
http://www.wikidata.org/entity/Q7050871,22,SSC12975,Nords Wharf
http://www.wikidata.org/entity/Q7204558,22,SSC60503,Plenty
http://www.wikidata.org/entity/Q7284580,22,SSC32409,Rainbow Beach
http://www.wikidata.org/entity/Q7305451,22,SSC32427,Redbank
http://www.wikidata.org/entity/Q8003707,22,SSC51595,Willetton
http://www.wikidata.org/entity/Q8024068,22,SSC33121,Windaroo
http://www.wikidata.org/entity/Q8563806,22,SSC11534,Flinders
http://www.wikidata.org/entity/Q12071137,22,SSC41440,Tintinara
http://www.wikidata.org/entity/Q16945893,22,SSC30302,Bohle Plains
http://www.wikidata.org/entity/Q12010545,23,SSC22743,West Melbourne
http://www.wikidata.org/entity/Q14935834,23,SSC50719,Kardinya
http://www.wikidata.org/entity/Q14935908,23,SSC51335,Shenton Park
http://www.wikidata.org/entity/Q15051292,23,SSC70007,Alyangula
http://www.wikidata.org/entity/Q16892609,23,SSC11490,Farley
http://www.wikidata.org/entity/Q21890085,23,SSC40594,Hindmarsh Valley
http://www.wikidata.org/entity/Q21906297,23,SSC12714,Moorland
http://www.wikidata.org/entity/Q21909151,23,SSC11888,Heddon Greta
http://www.wikidata.org/entity/Q21917758,23,SSC10287,Benandarah
http://www.wikidata.org/entity/Q606312,23,LGA50420,City of Bayswater
http://www.wikidata.org/entity/Q723342,23,SSC20074,Ascot Vale
http://www.wikidata.org/entity/Q1469756,23,LGA56930,Shire of Peppermint Grove
http://www.wikidata.org/entity/Q1490452,23,LGA56580,City of Nedlands
http://www.wikidata.org/entity/Q1538197,23,LGA46670,Renmark Paringa
http://www.wikidata.org/entity/Q1855284,23,LGA57770,Shire of Shark Bay
http://www.wikidata.org/entity/Q2408864,23,SSC13345,Regents Park
http://www.wikidata.org/entity/Q2800261,23,SSC20572,Clifton Springs
http://www.wikidata.org/entity/Q3193497,23,SSC50724,Karloo
http://www.wikidata.org/entity/Q3642307,23,SSC50148,Booragoon
http://www.wikidata.org/entity/Q3773616,23,SSC50572,Gosnells
http://www.wikidata.org/entity/Q4785177,23,SSC10073,Arcadia Vale
http://www.wikidata.org/entity/Q4967635,23,SSC20336,Brighton East
http://www.wikidata.org/entity/Q4998451,23,SSC50217,Burekup
http://www.wikidata.org/entity/Q5167948,23,SSC30703,Coopers Plains
http://www.wikidata.org/entity/Q5642748,23,SSC21117,Hallam
http://www.wikidata.org/entity/Q5742343,23,SSC50626,Herne Hill
http://www.wikidata.org/entity/Q5899575,23,SSC50650,Hope Valley
http://www.wikidata.org/entity/Q6689843,23,SSC40773,Louth Bay
http://www.wikidata.org/entity/Q6867930,23,SSC12639,Minnamurra
http://www.wikidata.org/entity/Q7123965,23,SSC13120,Padstow
http://www.wikidata.org/entity/Q7162637,23,SSC41120,Penfield
http://www.wikidata.org/entity/Q7305887,23,SSC13340,Redhead
http://www.wikidata.org/entity/Q7618117,23,SSC32688,Stockleigh
http://www.wikidata.org/entity/Q7796450,23,SSC32843,Thornlands
http://www.wikidata.org/entity/Q3973610,24,SSC51394,Stirling
http://www.wikidata.org/entity/Q4713821,24,SSC40009,Aldinga
http://www.wikidata.org/entity/Q4882371,24,SSC10257,Belfield
http://www.wikidata.org/entity/Q5032698,24,SSC50244,Canning Vale
http://www.wikidata.org/entity/Q5089362,24,SSC10895,Cheero Point
http://www.wikidata.org/entity/Q5126776,24,SSC10920,Clarence Town
http://www.wikidata.org/entity/Q5133240,24,SSC20571,Clifton Hill
http://www.wikidata.org/entity/Q5211061,24,SSC50373,Dalkeith
http://www.wikidata.org/entity/Q5328412,24,SSC20823,East Geelong
http://www.wikidata.org/entity/Q5328922,24,SSC11360,East Maitland
http://www.wikidata.org/entity/Q6486104,24,SSC40741,Langhorne Creek
http://www.wikidata.org/entity/Q6710065,24,SSC40789,Lyrup
http://www.wikidata.org/entity/Q6807276,24,SSC12554,Medowie
http://www.wikidata.org/entity/Q6966898,24,SSC12914,Nashua
http://www.wikidata.org/entity/Q7073875,24,SSC51164,Oakford
http://www.wikidata.org/entity/Q7135606,24,SSC70219,Parap
http://www.wikidata.org/entity/Q7157875,24,SSC41112,Peake
http://www.wikidata.org/entity/Q7208180,24,SSC41161,Point Turton
http://www.wikidata.org/entity/Q7231045,24,SSC41202,Port Willunga
http://www.wikidata.org/entity/Q7359975,24,SSC60559,Rokeby
http://www.wikidata.org/entity/Q7445161,24,SSC22245,Seddon
http://www.wikidata.org/entity/Q7596594,24,SSC32674,Stafford
http://www.wikidata.org/entity/Q7858335,24,SSC32919,Twin Waters
http://www.wikidata.org/entity/Q7974998,24,SSC51534,Wattleup
http://www.wikidata.org/entity/Q8033906,24,SSC33179,Wooloowin
http://www.wikidata.org/entity/Q8039209,24,SSC33202,Wulkuraka
http://www.wikidata.org/entity/Q12054395,24,SSC20514,Catani
http://www.wikidata.org/entity/Q14935220,24,SSC21637,Mentone
http://www.wikidata.org/entity/Q14935679,24,SSC70155,Lambells Lagoon
http://www.wikidata.org/entity/Q21889347,24,SSC50858,Ludlow
http://www.wikidata.org/entity/Q21905122,24,SSC41238,Renmark West
http://www.wikidata.org/entity/Q21955965,24,SSC60742,White Beach
http://www.wikidata.org/entity/Q21319,24,SSC13156,Parramatta
http://www.wikidata.org/entity/Q705867,24,SSC22697,Warrnambool
http://www.wikidata.org/entity/Q746623,24,SSC41235,Renmark
http://www.wikidata.org/entity/Q1184885,24,SSC13360,Richmond
http://www.wikidata.org/entity/Q1364325,24,SSC32375,Port Douglas
http://www.wikidata.org/entity/Q1495808,24,LGA36960,Torres Strait Island Region
http://www.wikidata.org/entity/Q1535327,24,SSC12738,Mosman
http://www.wikidata.org/entity/Q2027077,24,SSC51658,Yarloop
http://www.wikidata.org/entity/Q2896858,24,SSC10299,Berala
http://www.wikidata.org/entity/Q2914843,24,SSC12501,Maroubra
http://www.wikidata.org/entity/Q2918802,24,SSC10781,Camperdown
http://www.wikidata.org/entity/Q2919185,24,SSC11877,Haymarket
http://www.wikidata.org/entity/Q2975767,24,SSC12524,Matraville
http://www.wikidata.org/entity/Q3565483,24,SSC41502,Wallaroo
http://www.wikidata.org/entity/Q3695963,24,SSC50342,Cottesloe
http://www.wikidata.org/entity/Q21898230,25,SSC32954,Urraween
http://www.wikidata.org/entity/Q21904223,25,SSC13204,Pillar Valley
http://www.wikidata.org/entity/Q21924252,25,SSC50950,Mindarie
http://www.wikidata.org/entity/Q21319,26,SSC13156,Parramatta
http://www.wikidata.org/entity/Q574085,26,SSC60640,Strahan
http://www.wikidata.org/entity/Q758544,26,SSC10106,Auburn
http://www.wikidata.org/entity/Q803960,26,SSC20102,Bairnsdale
http://www.wikidata.org/entity/Q976355,26,LGA45680,Playford
http://www.wikidata.org/entity/Q1455046,26,LGA53430,City of Fremantle
http://www.wikidata.org/entity/Q1628311,26,SSC31373,Horn Island
http://www.wikidata.org/entity/Q2104626,26,SSC14197,Wauchope
http://www.wikidata.org/entity/Q3569877,26,SSC33181,Woombye
http://www.wikidata.org/entity/Q138398,25,SSC40038,Ardrossan
http://www.wikidata.org/entity/Q264641,25,LGA30250,Shire of Aurukun
http://www.wikidata.org/entity/Q277624,25,SSC10843,Casino
http://www.wikidata.org/entity/Q306710,25,SSC20002,Abbotsford
http://www.wikidata.org/entity/Q371666,25,SSC31885,Moa Island
http://www.wikidata.org/entity/Q545586,25,SSC10330,Beverley Park
http://www.wikidata.org/entity/Q935093,25,SSC41673,Yorketown
http://www.wikidata.org/entity/Q985371,25,SSC20362,Bruthen
http://www.wikidata.org/entity/Q985428,25,SSC22900,Yarram
http://www.wikidata.org/entity/Q1013988,25,SSC50403,Denmark
http://www.wikidata.org/entity/Q1013988,25,UCL515009,Denmark
http://www.wikidata.org/entity/Q1069385,25,LGA33430,City of Gold Coast
http://www.wikidata.org/entity/Q1497778,25,SSC60221,Geeveston
http://www.wikidata.org/entity/Q2544411,25,SSC41180,Port Elliot
http://www.wikidata.org/entity/Q3774690,25,SSC40592,Hindmarsh Island
http://www.wikidata.org/entity/Q4883224,25,SSC20190,Bell Park
http://www.wikidata.org/entity/Q4951389,25,SSC10537,Bowraville
http://www.wikidata.org/entity/Q4957907,25,SSC30364,Brassall
http://www.wikidata.org/entity/Q5328646,25,SSC30937,East Ipswich
http://www.wikidata.org/entity/Q5336865,25,SSC50472,Eden Hill
http://www.wikidata.org/entity/Q5646144,25,SSC21123,Hampton
http://www.wikidata.org/entity/Q6398390,25,SSC21331,Keysborough
http://www.wikidata.org/entity/Q6413698,25,SSC21357,Kingsville
http://www.wikidata.org/entity/Q6446475,25,SSC12217,Kurraba Point
http://www.wikidata.org/entity/Q6537380,25,SSC40754,Lewiston
http://www.wikidata.org/entity/Q6820097,25,SSC21652,Merricks Beach
http://www.wikidata.org/entity/Q6820498,25,SSC12588,Merrylands
http://www.wikidata.org/entity/Q6841989,25,SSC40862,Middleton
http://www.wikidata.org/entity/Q6859031,25,SSC12617,Miller
http://www.wikidata.org/entity/Q6913013,25,SSC21751,Mornington
http://www.wikidata.org/entity/Q6939632,25,SSC32107,Murrumba Downs
http://www.wikidata.org/entity/Q7457276,25,SSC32562,Seven Hills
http://www.wikidata.org/entity/Q7593480,25,SSC51391,Saint James
http://www.wikidata.org/entity/Q7902555,25,SSC51472,Utakarra
http://www.wikidata.org/entity/Q8024538,25,SSC22791,Windsor
http://www.wikidata.org/entity/Q16858912,25,SSC30581,Chambers Flat
http://www.wikidata.org/entity/Q16890771,25,SSC11143,Cudgen
http://www.wikidata.org/entity/Q4974725,26,SSC20350,Brooklyn
http://www.wikidata.org/entity/Q4997497,26,SSC30429,Bundamba
http://www.wikidata.org/entity/Q5137763,26,SSC10943,Coal Point
http://www.wikidata.org/entity/Q5367746,26,SSC20858,Elsternwick
http://www.wikidata.org/entity/Q5529867,26,SSC20967,Geelong West
http://www.wikidata.org/entity/Q5618098,26,SSC31278,Gumdale
http://www.wikidata.org/entity/Q5665330,26,SSC50611,Harrisdale
http://www.wikidata.org/entity/Q6412002,26,SSC50755,King River
http://www.wikidata.org/entity/Q6489301,26,SSC12278,Largs
http://www.wikidata.org/entity/Q6489783,26,SSC70159,Larrakeyah
http://www.wikidata.org/entity/Q6558562,26,SSC12343,Lisarow
http://www.wikidata.org/entity/Q6907752,26,SSC12704,Mooney Mooney
http://www.wikidata.org/entity/Q7139189,26,SSC51199,Parmelia
http://www.wikidata.org/entity/Q7338654,26,SSC13368,Riverstone
http://www.wikidata.org/entity/Q7683821,26,SSC41405,Tantanoola
http://www.wikidata.org/entity/Q7962975,26,SSC14109,Wallarah
http://www.wikidata.org/entity/Q8071918,26,SSC33261,Zillmere
http://www.wikidata.org/entity/Q13580786,26,SSC13601,South Windsor
http://www.wikidata.org/entity/Q14935589,26,SSC32991,Walkerston
http://www.wikidata.org/entity/Q14956926,26,SSC60408,Montagu Bay
http://www.wikidata.org/entity/Q21886543,26,SSC40902,Monteith
http://www.wikidata.org/entity/Q21904615,26,SSC60513,Premaydena
http://www.wikidata.org/entity/Q21905121,26,SSC41236,Renmark North
http://www.wikidata.org/entity/Q21910250,26,SSC40667,Keilira
http://www.wikidata.org/entity/Q21911651,26,SSC11613,Gibberagee
http://www.wikidata.org/entity/Q21916491,26,SSC40292,Conmurra
http://www.wikidata.org/entity/Q17969,27,SSC70136,Jabiru
http://www.wikidata.org/entity/Q476922,27,LGA55740,Town of Mosman Park
http://www.wikidata.org/entity/Q657126,27,SSC12181,Kogarah
http://www.wikidata.org/entity/Q736170,27,LGA51310,Town of Cambridge
http://www.wikidata.org/entity/Q1035752,27,LGA21450,Shire of Cardinia
http://www.wikidata.org/entity/Q1311882,27,LGA16550,City of Randwick
http://www.wikidata.org/entity/Q2157505,27,SSC10098,Ashfield
http://www.wikidata.org/entity/Q2563357,27,SSC22736,Werribee
http://www.wikidata.org/entity/Q3046802,27,SSC11371,Ebenezer
http://www.wikidata.org/entity/Q3687976,27,LGA70540,Belyuen Shire
http://www.wikidata.org/entity/Q4744839,27,SSC40019,American River
http://www.wikidata.org/entity/Q4884398,27,SSC10277,Belmont North
http://www.wikidata.org/entity/Q4903728,27,SSC50119,Bicton
http://www.wikidata.org/entity/Q4975184,27,SSC10601,Brookvale
http://www.wikidata.org/entity/Q5155118,27,SSC50315,Como
http://www.wikidata.org/entity/Q5208571,27,SSC50370,Daglish
http://www.wikidata.org/entity/Q5278238,27,SSC20752,Dingley Village
http://www.wikidata.org/entity/Q5309255,27,SSC11293,Drummoyne
http://www.wikidata.org/entity/Q5466574,27,SSC20929,Footscray
http://www.wikidata.org/entity/Q5645854,27,SSC50608,Hammond Park
http://www.wikidata.org/entity/Q5646261,27,SSC21125,Hampton Park
http://www.wikidata.org/entity/Q6403614,27,SSC40682,Ki Ki
http://www.wikidata.org/entity/Q6708388,27,SSC21544,Lynbrook
http://www.wikidata.org/entity/Q6898220,27,SSC40897,Monash
http://www.wikidata.org/entity/Q7164535,27,SSC41125,Penong
http://www.wikidata.org/entity/Q7406227,27,SSC60577,Saltwater River
http://www.wikidata.org/entity/Q7417154,27,SSC60580,Sandy Bay
http://www.wikidata.org/entity/Q7431234,27,SSC13501,Scheyville
http://www.wikidata.org/entity/Q7632532,27,SSC51406,Success
http://www.wikidata.org/entity/Q7934081,27,SSC70274,Virginia
http://www.wikidata.org/entity/Q7985546,27,SSC33067,West Ipswich
http://www.wikidata.org/entity/Q8033748,27,SSC41634,Wool Bay
http://www.wikidata.org/entity/Q14935351,27,SSC30355,Bracken Ridge
http://www.wikidata.org/entity/Q14935634,27,SSC60433,Murdunna
http://www.wikidata.org/entity/Q17028536,27,SSC14021,Upper Crystal Creek
http://www.wikidata.org/entity/Q21906260,27,SSC12703,Moonee Beach
http://www.wikidata.org/entity/Q21909995,27,SSC12037,Johns River
http://www.wikidata.org/entity/Q21912162,27,SSC11763,Greenhill
http://www.wikidata.org/entity/Q7570435,28,SSC51383,Southern River
http://www.wikidata.org/entity/Q7962161,28,SSC51491,Walkaway
http://www.wikidata.org/entity/Q14935167,28,SSC21229,Iona
http://www.wikidata.org/entity/Q17027752,28,SSC13353,Reserve Creek
